category,bariba,french
Famille et relations,Na ǹ kpɛ̃ n goon bii bɔki bɛɛ sɔɔ. bɔki bɔkinaa [bɔki bɔkinaa]: Bake ka win kpaasi ba bɔki bɔkinaa mɔ̀ . bɔki bɔkinaa sɔɔwa sa ko sɔmbu te kurasia.,Je ne peux porter au dos l’enfant d’aucun parmi vous. jeu d’enfant) le fait de se porter au dos mutuellement. Bake et sa camarade se portent au dos mutuellement. C’est dans l’entraide que nous arriverons à bout de ce travail.
Famille et relations,Bake ka win sesu ba koo kpĩ bù bɔki bɔkinaa ko. bɔki bɔkinaa mɔ̀ . bɔki bɔkinaa kue.,Baké et sa soeur peuvent se porter mutuellement au dosinacc.
Famille et relations,Amɔna kurɔwini uka bii bɔkibu yɛ̃ ru bo ?,Comment se fait-il que cette femme sait mieux mettre l’enfant au dos ?
Famille et relations,"Yasi bɔko, baa kurɔ mɔro sunɔ !","Porteuse de foulard, telle la responsable des femmes !"
Famille et relations,Bii u wɔruma ka bɔllu.,L'enfant est tombé et a heurté sa nuque contre le sol. .
Famille et relations,Wì u koo maa kpuro sere ùwɛma.,"Pour accoucher, toute femme doit pousser :"
Famille et relations,Biɔ ka win kurɔ ba bɔnnɛ mö.,Bio et sa femme font les jeux d'amour.
Famille et relations,"Daaru ta nim yiba, tɔmbu ba yɔ̃ bɔ̃ɔ ka bɔ̃ɔ.","Le marigot est rempli, les gens debout sur les berges."
Famille et relations,Gunun kurɔ ura bɔɔ kpenu dɔre yaburɔ. bɔɔ sɔ̃ ra / sɔ̃ ra [bɔɔ sɔ̃ ra]longue poche. Yerukobu ba ra ben gobi dokewa bɔɔ sɔ̃ ra sɔɔ. bɔɔ sɔ̃ ri. bɔɔ sɔ̃ riya.,La femme de Gounou vend du gros sel au marché. Les anciens cachaient souvent leur argent dans de longues poches.
Famille et relations,Kurɔ win biiu bɔɔbu too.,"être difficile, dur, brutal. L’enfant de cette femme est très brutal."
Famille et relations,tɔn ben bii wi u bɔɔru.,"être gros, corpulent. Leur enfant est grosbase:"
Famille et relations,Bɔɔsiabu sɔɔra yɛnu yɛ̃ ro u rawa goo ù n barɔ.,"C’est en saluant sa maisonnée le matin, que le chef de famille se rend compte s'il y a un malade dans la maison."
Famille et relations,"Tɔ̃ ru baatere, n weenɛ kurɔ ka durɔ bù bɔɔsiana.","Chaque matin, il est souhaitable que l'homme et sa femme se saluent."
Famille et relations,I wa mɛ̀ ben bii wi u bɔria.,Regardez comment leur enfant a grossi.
Famille et relations,"Woru u bɔrɔ mɔ, dom baasi gãanu kù ra bè karanɛ. börɔba börɔba börɔbara.","Woru a un ami, mis à part le sommeil, rien ne les sépare."
Famille et relations,"À n ka yarari do, aku ra bɔrɔkɔ gum bie.","Si tu es ami au boucher, tu ne manqueras"
Famille et relations,Woru ka Sabiwa ba bɔrɔnu sãa.,Worou et Chabi sont en amitié.
Famille et relations,Win bɔ̃ ruba bu bii be yarinasia.,C'est sa malédiction qui a dispersé ces enfants.
Famille et relations,Win bɔ̃ siabu bu bii wi alafia kua.,Le fait qu'il ait retiré sa malédiction a permis à l'enfant de recouvrer la santé.
Famille et relations,Woru u bɔ̃ su siru bura. bɔ̃ su sira. bɔ̃ su sinu. bɔ̃ su sina. bɔsu yãnu [bɔsu yãnu]équipement de chasse. Woru u win bɔsu yãnu gura u bii sɔbi. bɔsu yãna.,Worou a coupé la queue du margouillard. Woru a confié ses équipements de chasse à son enfant.
Famille et relations,U bibu tasu bɔtanasia.,Il a fait couper l'igname par les enfants.
Famille et relations,Ben bii wi u bɔriama.,commencer à prendre du poids. Leur enfant a commencé à prendre du poids.
Famille et relations,Bii wi u man nɛn deka buari.,Cet enfant m'a cassé mon bâton.
Famille et relations,"mettre tout autour, bourrer. Gbee wuko u dãa koru yakasu bukusi. Ba bii wii kĩasu bubusi.",Ils ont mis des chiffons autour de l'enfant.
Famille et relations,buka kaabu [buka kaabu]: Boorigibu ba buka kaabu yaamɔ. Buka kaabuwa kurɔ wi u wɔra.,capokier de forêt dense. danse religieuse du culte des boori. Les adeptes du culte boori exécutent la danse de leur culte. esprit du boori. Cette femme est possédée par un esprit du culte boori.
Famille et relations,Bukaabo ga buriri ba sere weremgiin mɛro mara. bukàabowa bukàaboba bukàabobara,Le pique boeuf était déjà blanc avant la naissance de la mère du vendeur de savon.
Famille et relations,"Yè kurɔ wi u dweebu dua, win yɛnugibu ba nùn buki kua n banda. distribution d'argent. Kurɔ kpaa yaa bi sɔɔ Sabi u buki kua n banda.","Quand cette femme est entrée dans la danse, les gens de sa maison lui ont fait beaucoup de cadeaux. . . Au cours des festivités du mariage, Sabi a distribué beaucoup d'argent."
Famille et relations,"Yè u bukurama, yerau bii dweebu deri.","Quand il a commencé à devenir adulte, il a cessé les jeux d'enfants."
Famille et relations,Bii wi u man bukurari.,Cet enfant a grandi prématurémentm'a paru grand.
Famille et relations,bulla gura ye ya na ginteeru.,Il a plu dans la marinée l'autre jour bulla.
Famille et relations,U win bibu dãru burasia.,Il a fait couper un arbre à ses enfants.
Famille et relations,Durɔ tɔkɔ te ta kpĩi burebu yɛ̃. bureku/ bweereku[bùrèkú/ bweereku]n: Dii bureku/bweereku genin mi bɛsɛn debuwa u wãa mi.,"Ce vieux sait sauter de lignes pour autrui. Dans cette case ronde, c'est notre grand-père qui y vit."
Famille et relations,"Yè u win dwaani tɔbiribu da, miya ba man sii bureri ni.","Quand il est allé saluer son oncle, on l'a laissé là bas contre son gré."
Famille et relations,Bii win bùree te ta kpɛ̃ aai nùn somiɔ.,"L'espace laissé à l'enfant est trop grand, aidez-le."
Famille et relations,Bii u win tundo dibu buriri diitiru sɔɔ.,L’enfant a délayé la pate 45 buriri bururasia contre le gré de son père dans le récipient de repas. .
Famille et relations,Bibu ba bùro toomɔ.,Les enfants jouent.
Famille et relations,Bii wi u busi kua tɛ̃ . Wunɛn bwisi kùn nun yaramɔ.,"conseil, intelligence, génie, malice. Cet enfant est devenu intelligent maintenant. Ton génie ne va 2) avis, ruse. ."
Famille et relations,A ǹ wa yè biiu man kua ro.,Quoi! Regarde ce que l'enfant m'a fait.
Famille et relations,U buturu so win wuswaawɔ.,Elle a passé de la poudre blanche sur son visage.
Famille et relations,"Mì na búu sua, n dan búu yi mi. Kurɔ wi u búu wɔra.","w 1) fétiche, esprit protecteur. Là où j'ai pris le fétiche,que j’aille le déposer là-bas : búnu. . Cette femme a été prise par un esprit protecteur. sa représentation."
Famille et relations,"A yè bɛrio wunɛn búu bɔkuɔ. búu baku/búu bɔku [búu baku/búu bɔku]aisselle. Daa ten mi, sa nim dua sere búu bɔkuɔ. búu wɔri / bũnu wɔri. búu wɔri]être saisi par un esprit. Tɔn diro ku ra bũnu wɔri kam kam.","Cache-le sous ton aisselle. U yè búu baariIl l'a pincé dans son aisselle búuwa. Dans ce marigot, nous avons eu de l'eau jusqu'au niveau des aisselles. Un homme ordinaire ne tombe ."
Famille et relations,Sa bwia gba daa tora sɔɔ.,Nous avons creusé un trou d’eau dans le courant du marigot. .
Famille et relations,"Buyɔ̃ u sumɔ, Bakewa u wii so. Bwĩɔwa  Bwĩɔba Bwĩɔbara","Bougnon pleure, c'est Baké qui l'a frappée."
Famille et relations,Yarari sunɔn dii yararɔ ba ka bwãa na mi. bwñɛ bwɛ̃ɛya.,"A l'intronisation du chef boucher, les femmes ont exécuté une danse, c'en était vraiment une."
Famille et relations,"A bii wi bwãa wɛ̃ɛyɔ, boma u kĩ. Na ǹ gberu de gisɔ, bwãa kùn do.",y1) sein. Donne les seins à l'enfant il veut téter . santé. Je n'ai
Famille et relations,"Bii wi u ràa busuka barɔ, u bwãa dora tɛ̃ . bwãa dore. bwãa gabatia [bwãa gabatia]soutiengorge. Bɔna u ku ra bwãa gabatia doke. bwãa gabatia. bwãa gabatii. bwãa gabatiiya.","Cet enfant avait la rougeole, il est guéri maintenant. Bona ne porte :"
Famille et relations,"Bii mɛro win bwãa nɔɔ ga barɔ. bwãa nɔɔwa. bwãa nɔsu. bwãa nɔsa. bwãa nɔɔ bia [bwãa nɔɔ bia]mamelon, taiton. bwãa nɔɔ bia. bwãa nɔɔ bii. bwãa nɔɔ biiya.",Le mamelon de cette mère est malade.
Famille et relations,Bwãabwãabunu 48 bwɛɛ̃ ganutia bwãara/ bɔ̃ru nu bii wi kuni. bwãabwãabuwa. bwãabwãabunu. bwãabwãbuna.,Les moucherons fourmillent autour de l'enfant.
Famille et relations,Bwãaran yakasu su yɛmbu bo. bwãaroku / bwãareku [bwãaroku/ bwãareku]1) poupée. bibu ba bwãaroku nɛni. Dakumɛba ba bwãaroku bakanu mɔ ba rà sãa. Les Fons ont de grandes statues qu'ils adorent.,. Les herbes du marécage sont plus humides. Les enfants tiennent une poupée. statuette de forme humaine.
Famille et relations,"A man bwãaru kɛ̃ n ka daaru da. bwãara bwãanu. Baaba nɛmu toba, ma ga dɛ̃ɛn bwãaru kpana ga gu. Papa a flêché une biche, celle-ci n'a  Bwãgobusa / bwãa goosa",Prête-moi une gourde pour aller au marigot.
Famille et relations,"Bii wi u win mɛron bwãru sɔ̃ su. bwãnu, bwãa. bwãna, bwãa.",Cet enfant a sucé le sein de sa mère.
Famille et relations,u win bii sòru bɛreya ka bweebuu .,Elle elle a préparé de la bouillie pour son enfant avec un pot en terre bweebuwa.
Famille et relations,Bii u nim bweru wɔri.,L’enfant est tombé dans une eau profonde. .
Famille et relations,Tɔn kurɔ ku ra marùbu sɔ̃ nu bwɛ̃ ru bere. bwɛ̃ nu bwɛ̃ a.,La femme ne cache :
Famille et relations,"Daaru mi, swɛ̃ɛ yi bwiamɔ gem gem. Tɔbio u nim bwiamɔ. Wara u maa kpam gari yi bwiama ?","remuer du fond, s’agiter ou se secouer du fond. Dans le marigot, les poissons se secouent beaucoup du fond de la mare. susciter une palabre, une contestation. Qui a encore rappelé cette affaire ?"
Famille et relations,"Ba bii win bwĩa bura,ya yina yu boo kpe.","Ils ont coupé le cordon ombilical de cet enfant, la plaie tarde à finir."
Famille et relations,Bii wi koo bwisi ko.,"Cet enfant sera intelligent, deviendra malin."
Famille et relations,A do a bii wi gbaresia.,faire raser le bord des cheveux. Va faire raser l'enfantinacc.
Famille et relations,Bɛsɛn baaban gberɔ gbeeku bɔ̃ nudabi. gbeeku bɔ̃ɔwa gbeeku bɔ̃ nu foc: gbeeku bɔ̃ na,"Dans le champ de notre père, il y a beaucoup de chacals."
Famille et relations,"Gbere yikuru, terakurɔ wi u dɔramɔ.",C'est du maïs bouilli en épi que vend cette femme. foc:
Famille et relations,"Nɛn maabu ba rà gberu dewa. Búu kurɔ ba gberu wɔri. Les féticheuses sont entrées dans la forêt Gbera. Gbera man di. interjection de détresse) gbenu, gbea .",Mes grands frères vont au champs2) lieu sauvage. Je suis mort!
Famille et relations,Bibu ba gbɛ̃ɛ kokosoomɔ. gbɛ̃ɛ kokowa. gbɛ̃ɛ kokosu. gbɛ̃ɛ kokosa.,Les enfants tapent sur une vieille assiette.
Famille et relations,"Timgiin kurɔ gbɛɛra. Bà n nɛɛ : ba kù rà gbɛɛru yeewe, à n yeewa, gãanu kù rà ko, wunɛn gɔminiwa sii goo rà sue.",La femme du sorcier est un tabou. endroit où il est interdit de cultiver. Si l'on dit qu' il y a des lieux sacrés et tabous où l'on ne cultive :
Famille et relations,Bii be ba man nɛn tireru gbɛniri.,Ces enfants m'ont volé le livre.
Famille et relations,U win wɔnɔ naa gbiiba kã .,Il a donné une jeune vache à son frère.
Famille et relations,Dokotoro dirɔwa kurɔ wi u sun gbiiri.,C'est à l'hôpital que cette femme nous a surpris par sa mort.
Famille et relations,Biɔ u win bɔrɔba gbiiya dokotoro dirɔ.,Bio a devancé ses amis à l'hôpital.
Famille et relations,Ba bii boo gbinusia .,On a fait attacher le cabri à l’enfant.
Famille et relations,Ba ra ka dãa gusuru bukaata ko . dãa gusura.,On utilise le gui pour des recette.
Famille et relations,"Dãa baka ya yɔ̃ bɛsɛn yɛnu kɔnnɔwɔ. dãa bakaa. dãa bɛ̃ sa / dãa bɛsa [dãà bɛsa/ dãa bɛ̃ sa ]bois fendu, planche. U win bii dãa bɛ̃ sa so. dãa bɛ̃ sa. dãa bɛ̃ si. dãa bɛ̃ siya.","iroko, teck africain, mûrier africain. Un grand iroko se dresse devant notre maison. Il a frappé son enfant avec du bois fendu ."
Famille et relations,U sõ daa bɔ̃ɔwɔ u win kɔ̃ɔ tarimɔ.,Il est assis sur le rivage et il tresse sa natte.
Famille et relations,"U sɔ̃ dãa sabanɛn baa sɔɔ . dãa gɔɔra  dãa gɔɔnu. dãa gɔɔna. dãa swĩiswĩinu [dãa swĩiswĩinu]sève, poix. Ba ra ka dãaswĩiswĩinu bukaata ko. dãa swĩiswĩina. À n ka bè wãa ba koo nun daa tia.","Il est assis entre lesfourches d’un bois : On se sert de la sève pour fabriquer une recette. contaminerle comportement, influencer, entraîner. Si tu es avec eux, ils vont t’influencer, t’entraîner."
Famille et relations,Durɔ ben gbea ya ka daaru turuku.,Les champs de ces gens là sont proches du marigot.
Famille et relations,"Yè sa gberu we, sa ka dɛba yinna.","En revenant du champ, nous avons croisé un lézard."
Famille et relations,Bibu ba dabia yɛnu ge sɔɔ.,devenir nombreux. Les enfants sont devenus nombreux dans cette maison.
Famille et relations,I ku gbɛ̃ɛte dabiri.,Les enfants ont lapé le bol.
Famille et relations,"Kpee yì yu wãa biin bɔ̃ buraawɔ, u koo yì dabura. dadde/ dande/ lalle","La sauce qui est à porté de main d'un enfant, il l'a lapera."
Famille et relations,laisser prendre tout. U dii bi so u dara. Wɔmu ga swaa sara darabi darabi.,darabi darabi [dàràbi dàràbi]marche cadensé des mamifères. Le singe a traversé la voie aux Foc :
Famille et relations,Nɛn debuwa u tɔkɔru kere bɛsɛn yɛnuɔ.,C'est mon grandpère qui est le plus âgé dans notre maison.
Famille et relations,Nɛn yaayi ura demunu dɔre yaburɔ. demunuwa demunu kuure / demunu kubure [dèmúnù kubùré/ kuure]oranger doux. A man demunu kubure wɛ̃ɛma. demunu kuburebara demunu yãka [dèmúnù yãka]citron. Sa demunu yãka dɔrabu da. demunu yãka. demunu yãki. demunu yãkiiya.,"Citrus spp. Ma mère vend des oranges au marché. orange, citron. Citrus aurantium (Rutacées). Donne-moi une orange demunu kuburewa demunu kubureba. Nous sommes partis vendre du citron."
Famille et relations,Sa win beku deo deema yɛnuɔ.,Nous avons retrouvé sa femme à la maison.
Famille et relations,U win bii deri yakasɔ.,Elle a abandonné son enfant dans la brousse.
Famille et relations,U man win bii deria.,Il m’a confié son enfant.
Famille et relations,Biɔ ka win bɔrɔn derinaa ya tɛ.,Bio et son ami se sont laissés il y a longtemps.
Famille et relations,Biɔ uka win debu faayi mö.,Bio parle avec son grand-père.
Famille et relations,A yãa ni teo nù dɛɛra. Wunɛn kpaasi kun dɛɛre gari yi sɔɔ.,Rends propres ces habits. Ton ami n'est
Famille et relations,"Bii win dɛɛrabu, sɔm girira.","Pour que cet enfant devienne propre, c'est du travail."
Famille et relations,Kɛkɛ bɛkɛ yu dɛɛru diira bwãaraawɔ. dɛɛru d¿‚ire. dɛ̃ɛrira / dɛɛrira[dɛ̃ɛrura/ dɛ̃ɛrira ]1. Wobu te ta nɔɔ dɛ̃ɛrira.,De gros camions se sont enfoncés dans un marécage. pouvoir être limé. Ce couteau a pu être limé.
Famille et relations,Kurɔ wi u gbɛnum dekara.,Cette femme a pu être touchée intimement et en cachette.
Famille et relations,Wuu ge sɔɔ dɛkia ya wãa gisɔku gè.,Il y a la famine dans ce village cette année.
Famille et relations,Biibe kpuro ba kpee yi dɛnkira gbɛnum.,Tous ces enfant ontgoûté chacun la sauce en cahette.
Famille et relations,Naa yen dɛsirabu daarun di bu yè wiru dwa.,Le fait que le boeuf s'est éloigné du marigot l'a sauvé.
Famille et relations,"Biɔ ka Saniwa ba ràa bɔrɔnu, nwee ba tɛ̃ dɛsirana.","Bio et Sani étaient amis, mais ils sont éloigné l'un de l'autre."
Famille et relations,U win tundon tubi di.,Il a hérité de son père.
Famille et relations,dii yàara / dii batuma [dìì bàtùmà/dii yàara]salon. Nɛn mɛro u win wekeru yi dii yaaraɔ.,Ma mère a déposé sa marmite au salon. dii yàaraa . dii yàari. dii yàariya .
Famille et relations,"Sia kon nɛn dii biru wuku. dii bwereku [dii bureku]maison, case ronde. Dii bwereku tɔkɔ tenin mi bɛsɛn debuwa u wãa mi.",Demain je vais sarcler derrière la case. Dans cette vieille maison ronde habite notre grand-père.
Famille et relations,Bii u man diiriri kam.,L'enfant a tremblé pour rien.
Famille et relations,Nɛn debuwa u wãa diru mi.,C'est mon grand-père qui est dans cette chambre.
Famille et relations,Bii mɛro ka win bii ba dò.,inv. être endormi. Une mère dort avec son enfant .
Famille et relations,Sora sa ko ka dobi ko.,Sorghum spp. Graminées). Nous allons préparer la bouillie avec du mil.
Famille et relations,"À n ka dobo bɔrɔnu sãa, tirasi wunɛn tii a dobe.","Si tu es ami d'un empoisonneur, tu risques d'empoisonner aussi."
Famille et relations,Ben nikurɔn dobonu nu bii nuki sanka.,Les empoisonnements de cette grand'mère ontattristé l'enfant.
Famille et relations,"Sabin dokiri, bɛsɛn sunɔwa. dokiri yãnu/ kana yãnu [dokiri yãnu]présents pour la belle famille, dot. Ba ka gisɔ nɛn sesun dokiri yãnu na bɛsɛn yɛnuɔ. dokiri yãna.",C'est notre chef qui est le beau-père de Sabi dokiriwa. Ils ont apporté aujourd'hui dans notre maison la dot de ma soeur.
Famille et relations,"Yɛnusu gasun mi, kpee tɔnawa ba ra bibu saawe bu doku. doku kɔrubu [dòku kɔrùbu‚]dot coutumière. Nɛn kurɔn doku kɔrubu bu tura. Il est temps d’apporter les effets de la dot coutumière de ma femme doku kɔruba.","Dans certaines maisons, on ne préparent aux enfants que de la sauce à laper."
Famille et relations,Ba daarɔ sɛ̃ɛnu dokusi.,Ils ont empoisonné les flèches dans le marigot.
Famille et relations,Na bii be kpee dokusia.,J'ai fait manger la sauce aux enfants.
Famille et relations,"Na ǹ dom donku barɔ, wasirara. dom domkuwa dom möndu [dòm möndu]sommeil profond. Bii u dom mɔndu kua, sere u wɔruma kpinun di.","Je ne souffre : L’enfant a eu un profond sommeil, il est tombé du lit dom mönda."
Famille et relations,A ku Biɔ dom yamia.,Ne réveille 79 dom yanda doogari :
Famille et relations,"Bɛsɛ baatɔmbun mi, tɔn kurɔba ba ra doo ko.","Chez nous les baribas, ce sont exclusivement les femmes qui font la cuisine."
